lot,lat,axis,uf,value
-47.4510,-6.5610,Estreito,MA,1845
-46.6860,-6.9600,Feira Nova do Maranhão,MA,526
-44.8930,-6.1520,Fernando Falcão,MA,3853
-46.1910,-6.4350,Formosa da Serra Negra,MA,2895
-46.1770,-6.9640,Fortaleza dos Nogueiras,MA,2304
-44.1580,-5.7330,Fortuna,MA,9280
-45.7800,-1.4030,Godofredo Viana,MA,4553
-44.2990,-5.1510,Gonçalves Dias,MA,3983
-44.2710,-5.0220,Governador Archer,MA,5431
-47.3610,-5.7490,Governador Edison Lobão,MA,3164
-44.2470,-5.3230,Governador Eugênio Barros,MA,6838
-44.0740,-5.4690,Governador Luiz Rocha,MA,2259
-45.6760,-3.4260,Governador Newton Bello,MA,9669
-45.8850,-2.1260,Governador Nunes Freire,MA,6927
-44.3340,-5.4100,Graça Aranha,MA,5827
-46.1390,-5.8190,Grajaú,MA,8142
-44.6010,-2.1330,Guimarães,MA,3098
-43.4610,-2.5980,Humberto de Campos,MA,1496
-44.0660,-2.7760,Icatu,MA,1159
-45.2270,-3.6610,Igarapé do Meio,MA,6763
-44.8530,-4.5850,Igarapé Grande,MA,9858
-47.4760,-5.5260,Imperatriz,MA,7533
-45.7910,-5.1450,Itaipava do Grajaú,MA,1484
-44.3590,-3.3930,Itapecuru Mirim,MA,8775
-47.5260,-4.4500,Itinga do Maranhão,MA,2413
-44.2230,-5.8170,Jatobá,MA,3542
-45.6360,-5.3710,Jenipapo dos Vieiras,MA,5419
-47.4010,-5.4480,João Lisboa,MA,5600
-44.7000,-4.9670,Joselândia,MA,4818
-46.0920,-1.8440,Junco do Maranhão,MA,4328
-45.2400,-4.2870,Lago da Pedra,MA,8009
-44.9370,-4.4420,Lago do Junco,MA,7357
-44.8990,-4.4980,Lago dos Rodrigues,MA,417
-44.8220,-3.9570,Lago Verde,MA,4479
-43.5260,-6.0470,Lagoa do Mato,MA,5356
-45.3300,-4.8130,Lagoa Grande do Maranhão,MA,4320
-47.0350,-6.1890,Lajeado Novo,MA,5188
-44.4670,-4.5200,Lima Campos,MA,372
-45.1410,-7.0840,Loreto,MA,422
-45.8730,-1.2680,Luís Domingues,MA,6885
-42.2040,-3.3960,Magalhães de Almeida,MA,7905
-45.9590,-2.0430,Maracaçumé,MA,659
-45.5770,-4.5990,Marajá do Sena,MA,263
-45.8420,-2.3100,Maranhãozinho,MA,6475
-43.1110,-3.6250,Mata Roma,MA,1729
-45.0340,-3.1010,Matinha,MA,6756
-43.1990,-5.5190,Matões,MA,6972
-44.5560,-3.6320,Matões do Norte,MA,1220
-42.6090,-3.5810,Milagres do Maranhão,MA,5898
-44.3630,-6.3710,Mirador,MA,2851
-44.5840,-3.5690,Miranda do Norte,MA,3730
-44.7840,-2.0650,Mirinzal,MA,9026
-45.2510,-3.4920,Monção,MA,9306
-47.0670,-5.8310,Montes Altos,MA,8059
-44.0390,-2.8640,Morros,MA,5088
-43.9050,-3.4660,Nina Rodrigues,MA,8951
-46.2570,-7.1160,Nova Colinas,MA,5476
-44.0440,-6.7340,Nova Iorque,MA,7565
-45.6950,-2.8470,Nova Olinda do Maranhão,MA,3076
-45.1160,-3.9480,Olho d'Água das Cunhãs,MA,1293
-44.9970,-2.9980,Olinda Nova do Maranhão,MA,6518
-44.1080,-2.5320,Paço do Lumiar,MA,493
-44.8950,-2.6450,Palmeirândia,MA,2660
-43.9840,-6.4330,Paraibano,MA,5714
-43.0930,-5.6820,Parnarama,MA,3266
-43.7840,-6.1800,Passagem Franca,MA,5359
-44.0770,-6.6020,Pastos Bons,MA,3198
-42.5330,-2.7190,Paulino Neves,MA,3025
-45.2050,-4.1870,Paulo Ramos,MA,3516
-44.5930,-4.5610,Pedreiras,MA,1775
-45.3490,-2.9730,Pedro do Rosário,MA,9051
-45.1740,-3.2940,Penalva,MA,2966
-44.8540,-2.5780,Peri Mirim,MA,6413
-44.3330,-4.3830,Peritoró,MA,1748
-45.3430,-3.6080,Pindaré-Mirim,MA,9279
-45.0830,-2.5210,Pinheiro,MA,6158
-45.2850,-3.8750,Pio XII,MA,5543
-44.2230,-3.7270,Pirapemas,MA,5363
-44.8920,-4.6750,Poção de Pedras,MA,1998
-47.3990,-6.3380,Porto Franco,MA,5599
-44.6050,-1.8930,Porto Rico do Maranhão,MA,9270
-44.4900,-5.2900,Presidente Dutra,MA,2231
-44.0650,-2.9280,Presidente Juscelino,MA,6865
-45.8200,-2.3870,Presidente Médici,MA,7382
-45.3640,-2.5910,Presidente Sarney,MA,3670
-44.0240,-3.4070,Presidente Vargas,MA,3923
-43.4380,-2.5100,Primeira Cruz,MA,9018
-44.1030,-2.4230,Raposa,MA,8948
-46.6170,-7.3620,Riachão,MA,7546
-47.3840,-5.9300,Ribamar Fiquene,MA,4659
-44.2350,-2.9340,Rosário,MA,7406
-45.3460,-7.1400,Sambaíba,MA,2585
-44.5610,-5.5010,Santa Filomena do Maranhão,MA,988
-45.3000,-2.2310,Santa Helena,MA,1797
-45.3800,-3.6670,Santa Inês,MA,3855
-45.6900,-4.0690,Santa Luzia,MA,1854
-45.7730,-2.6290,Santa Luzia do Paruá,MA,3803
-42.5470,-3.5160,Santa Quitéria do Maranhão,MA,3831
-44.3260,-3.1440,Santa Rita,MA,8060
-42.4120,-3.1160,Santana do Maranhão,MA,706
-43.2540,-2.5000,Santo Amaro do Maranhão,MA,957
-44.3600,-4.8690,Santo Antônio dos Lopes,MA,3213
-43.5280,-3.3340,São Benedito do Rio Preto,MA,2005
-44.8210,-2.6960,São Bento,MA,4027
-42.4180,-3.3610,São Bernardo,MA,3679
-44.6450,-6.8100,São Domingos do Azeitão,MA,3833
-44.3850,-5.5760,São Domingos do Maranhão,MA,2976
-44.8130,-7.0830,São Félix de Balsas,MA,674
-47.3860,-5.1230,São Francisco do Brejão,MA,6418
-42.8560,-6.2510,São Francisco do Maranhão,MA,3600
-44.8070,-2.9550,São João Batista,MA,3377
-46.2560,-3.5540,São João do Carú,MA,716
-47.0580,-6.4610,São João do Paraíso,MA,5810
-43.8100,-5.1140,São João do Soter,MA,7424
-43.7020,-6.4950,São João dos Patos,MA,4493
-44.0540,-2.5620,São José de Ribamar,MA,9950
-44.5840,-5.0510,São José dos Basílios,MA,5141
-44.3030,-2.5300,São Luís,MA,8611
-44.6700,-4.3800,São Luís Gonzaga do Maranhão,MA,2453
-44.4700,-4.0400,São Mateus do Maranhão,MA,1715
-48.4290,-5.0850,São Pedro da Água Branca,MA,3796
-46.5320,-6.8260,São Pedro dos Crentes,MA,1949
-45.4810,-7.0220,São Raimundo das Mangabeiras,MA,4044
-45.0770,-5.1050,São Raimundo do Doca Bezerra,MA,9232
-44.9910,-5.0210,São Roberto,MA,5455
-44.8800,-2.8940,São Vicente Ferrer,MA,6420
-45.1650,-3.8460,Satubinha,MA,8923
-44.0560,-5.2560,Senador Alexandre Costa,MA,5080
-47.2910,-5.4430,Senador La Rocque,MA,1614
-45.1230,-1.8560,Serrano do Maranhão,MA,3659
-46.6990,-5.8780,Sítio Novo,MA,6207
-44.1920,-6.4770,Sucupira do Norte,MA,3744
-43.5460,-6.4110,Sucupira do Riachão,MA,9160
-45.7430,-8.4750,Tasso Fragoso,MA,9519
-43.9410,-4.2550,Timbiras,MA,2114
-42.8370,-5.0940,Timon,MA,5162
-44.6280,-4.5380,Trizidela do Vale,MA,1223
-45.5540,-3.7290,Tufilândia,MA,8582
-44.6490,-5.2580,Tuntum,MA,9089
-45.3720,-1.6630,Turiaçu,MA,6722
-45.3430,-2.2010,Turilândia,MA,1102
-42.2740,-2.7620,Tutóia,MA,6027
-43.4040,-3.2080,Urbano Santos,MA,948
-43.9160,-3.5430,Vargem Grande,MA,5148
-45.0040,-3.2200,Viana,MA,9752
-47.9930,-4.9870,Vila Nova dos Martírios,MA,2181
-44.8710,-3.4620,Vitória do Mearim,MA,9447
-45.2380,-4.0440,Vitorino Freire,MA,7307
-45.8240,-3.2430,Zé Doca,MA,6772
-47.4030,-18.4860,Abadia dos Dourados,MG,7572
-45.4460,-19.1600,Abaeté,MG,6167
-42.4780,-20.3010,Abre Campo,MG,154
-43.1450,-20.3630,Acaiaca,MG,7172
-42.5460,-19.0730,Açucena,MG,8053
-42.3890,-17.9960,Água Boa,MG,2269
-48.1090,-20.0560,Água Comprida,MG,9824
-45.3930,-20.9430,Aguanil,MG,9489
-40.9360,-17.0820,Águas Formosas,MG,5615
-41.4600,-15.7470,Águas Vermelhas,MG,5469
-41.0640,-19.4960,Aimorés,MG,7121
-44.6030,-21.9760,Aiuruoca,MG,671
-44.6420,-22.1710,Alagoa,MG,1862
-46.6160,-22.2010,Albertina,MG,5416
-42.7040,-21.8880,Além Paraíba,MG,5303
-45.9470,-21.4290,Alfenas,MG,3779
-43.7770,-21.1450,Alfredo Vasconcelos,MG,4645
-40.6940,-16.1840,Almenara,MG,9418
-41.9700,-18.9740,Alpercata,MG,5848
-46.3880,-20.8640,Alpinópolis,MG,9968
-46.1430,-21.2490,Alterosa,MG,1637
-41.8990,-20.5240,Alto Caparaó,MG,991
-41.9660,-20.4240,Alto Jequitibá,MG,4081
-43.4110,-21.0260,Alto Rio Doce,MG,5206
-41.7290,-19.4170,Alvarenga,MG,216
-43.0490,-20.1070,Alvinópolis,MG,1070
-43.3650,-18.7360,Alvorada de Minas,MG,4510
-42.8030,-20.5070,Amparo do Serra,MG,4760
-46.5690,-22.0680,Andradas,MG,1261
-44.3090,-21.7400,Andrelândia,MG,6704
-42.1630,-17.6020,Angelândia,MG,9286
-43.7470,-21.3180,Antônio Carlos,MG,1636
-42.8720,-19.6530,Antônio Dias,MG,5893
-42.1090,-21.0160,Antônio Prado de Minas,MG,6044
-44.2480,-19.1990,Araçaí,MG,9914
-43.3780,-21.3430,Aracitaba,MG,9333
-42.0700,-16.8500,Araçuaí,MG,6889
-48.1870,-18.6490,Araguari,MG,77
-44.2560,-21.9110,Arantina,MG,5437
-42.5210,-20.6670,Araponga,MG,6215
-49.1870,-18.4370,Araporã,MG,6240
-46.1560,-19.0340,Arapuá,MG,3360
-45.1660,-19.9480,Araújos,MG,9610
-46.9410,-19.5930,Araxá,MG,2918
-46.9400,-21.3640,Arceburgo,MG,5927
-45.5390,-20.2820,Arcos,MG,2111
-46.1460,-21.3590,Areado,MG,5049
-42.8360,-21.6100,Argirita,MG,448
-42.5570,-17.8670,Aricanduva,MG,9088
-46.1060,-15.9170,Arinos,MG,8770
-42.8620,-21.3150,Astolfo Dutra,MG,7092
-41.1100,-18.0440,Ataléia,MG,5135
-44.2670,-18.1090,Augusto de Lima,MG,1149
-44.8900,-21.9590,Baependi,MG,2241
-43.9570,-19.2880,Baldim,MG,5319
-45.9770,-20.0060,Bambuí,MG,3305
-40.5590,-15.8850,Bandeira,MG,6264
-46.3860,-21.7280,Bandeira do Sul,MG,9430
-43.4870,-19.9460,Barão de Cocais,MG,5243
-42.2380,-21.2450,Barão de Monte Alto,MG,8919
-43.7740,-21.2260,Barbacena,MG,2031
-43.0410,-20.2830,Barra Longa,MG,1755
-43.9760,-21.1870,Barroso,MG,590
-43.0910,-19.8300,Bela Vista de Minas,MG,3553
-43.4150,-21.9490,Belmiro Braga,MG,9054
-43.9560,-19.8170,Belo Horizonte,MG,5438
-42.4840,-19.2200,Belo Oriente,MG,6644
-44.0240,-20.4080,Belo Vale,MG,4094
-42.4660,-16.9520,Berilo,MG,1249
-41.7450,-15.6130,Berizal,MG,8625
-40.5740,-17.0630,Bertópolis,MG,6826
-44.1980,-19.9680,Betim,MG,1205
-43.7570,-21.6060,Bias Fortes,MG,532
-43.0590,-21.7250,Bicas,MG,5136
-45.5020,-18.7830,Biquinhas,MG,8172
-45.5660,-21.0900,Boa Esperança,MG,8311
-44.3950,-22.1680,Bocaina de Minas,MG,6384
-43.8150,-17.1080,Bocaiúva,MG,7602
-45.2520,-19.7360,Bom Despacho,MG,9306
-44.1910,-21.9470,Bom Jardim de Minas,MG,3363
-46.5230,-21.0170,Bom Jesus da Penha,MG,720
-43.4740,-19.7040,Bom Jesus do Amparo,MG,9707
-42.3160,-19.8290,Bom Jesus do Galho,MG,6482
-46.1450,-22.4710,Bom Repouso,MG,9876
-44.7580,-21.0330,Bom Sucesso,MG,160
-44.2390,-20.3270,Bonfim,MG,8500
-45.9900,-16.5670,Bonfinópolis de Minas,MG,6160
-44.7540,-15.3230,Bonito de Minas,MG,9345
-46.1650,-22.2740,Borda da Mata,MG,5249
-46.3950,-21.6330,Botelhos,MG,9682
-43.0110,-16.8720,Botumirim,MG,5617
-43.2420,-20.9210,Brás Pires,MG,8683
-46.0090,-17.0100,Brasilândia de Minas,MG,4418
-44.4290,-16.2080,Brasília de Minas,MG,4864
-45.6080,-22.4740,Brasópolis,MG,2897
-42.7160,-19.0560,Braúnas,MG,1231
-44.2000,-20.1430,Brumadinho,MG,1781
-46.3510,-22.4410,Bueno Brandão,MG,5632
-44.1800,-17.8730,Buenópolis,MG,6403
-42.2440,-19.4260,Bugre,MG,9559
-46.4230,-15.6180,Buritis,MG,8954
-44.9620,-17.3510,Buritizeiro,MG,595
-47.0910,-16.0300,Cabeceira Grande,MG,6890
-46.3960,-21.4720,Cabo Verde,MG,3568
-44.4540,-19.5250,Cachoeira da Prata,MG,8128
-45.7790,-22.3550,Cachoeira de Minas,MG,4988
-41.4980,-15.9660,Cachoeira de Pajeú,MG,3854
-49.5010,-18.5150,Cachoeira Dourada,MG,1987
-44.4190,-19.2950,Caetanópolis,MG,7056
-43.6700,-19.8800,Caeté,MG,5608
-41.9250,-20.6960,Caiana,MG,4824
-42.7970,-20.7910,Cajuri,MG,5078
-46.3860,-21.9240,Caldas,MG,4455
-45.1570,-20.6250,Camacho,MG,2013
-46.1450,-22.7550,Camanducaia,MG,1400
-46.0580,-22.6120,Cambuí,MG,8946
-45.2960,-21.8520,Cambuquira,MG,7218
-41.7480,-18.2390,Campanário,MG,8510
-45.4010,-21.8360,Campanha,MG,9568
-46.2460,-21.7110,Campestre,MG,9089
-49.4860,-19.5360,Campina Verde,MG,6478
-44.8110,-16.5040,Campo Azul,MG,3608
-45.2770,-20.8970,Campo Belo,MG,2820
-45.8300,-21.1070,Campo do Meio,MG,5032
-48.5720,-19.7610,Campo Florido,MG,7095
-46.1710,-19.6960,Campos Altos,MG,1536
-45.7590,-21.2350,Campos Gerais,MG,133
-45.1820,-21.0210,Cana Verde,MG,8335
-42.6200,-20.6860,Canaã,MG,4394
-49.2040,-18.7250,Canápolis,MG,5844
-45.2760,-20.7670,Candeias,MG,5799
-42.6270,-18.5260,Cantagalo,MG,7538
-41.8680,-20.4340,Caparaó,MG,7122
-43.6180,-20.9230,Capela Nova,MG,3647
-42.5160,-17.6910,Capelinha,MG,1177
-47.0540,-20.6160,Capetinga,MG,9468
-44.1170,-19.5490,Capim Branco,MG,3685
-49.5700,-18.6820,Capinópolis,MG,7469
-41.8580,-19.0670,Capitão Andrade,MG,5303
-43.7110,-16.3240,Capitão Enéas,MG,9740
-46.0500,-20.6150,Capitólio,MG,2068
-42.2710,-20.1720,Caputira,MG,3014
-41.6950,-17.1890,Caraí,MG,4757
-43.7390,-20.8760,Caranaíba,MG,9662
-43.8060,-20.9540,Carandaí,MG,1785
-42.0290,-20.7330,Carangola,MG,8585
-42.1390,-19.7900,Caratinga,MG,8722
-43.0160,-17.5270,Carbonita,MG,4604
-45.6990,-22.0430,Careaçu,MG,2237
-40.7660,-17.7030,Carlos Chagas,MG,1549
-43.1420,-19.0890,Carmésia,MG,7099
-45.2240,-21.4610,Carmo da Cachoeira,MG,7576
-44.8710,-20.5580,Carmo da Mata,MG,2324
-45.1290,-22.1220,Carmo de Minas,MG,46
-44.7710,-20.1840,Carmo do Cajuru,MG,6096
-46.3160,-19.0010,Carmo do Paranaíba,MG,4284
-46.1190,-20.9720,Carmo do Rio Claro,MG,3186
-44.6350,-20.5410,Carmópolis de Minas,MG,9472
-50.6880,-19.6980,Carneirinho,MG,7050
-44.6430,-21.4880,Carrancas,MG,1308
-45.8410,-21.7780,Carvalhópolis,MG,642
-44.4610,-22.0010,Carvalhos,MG,1777
-43.9300,-20.7930,Casa Grande,MG,5048
-47.8770,-18.5760,Cascalho Rico,MG,1306
-46.9220,-20.5830,Cássia,MG,9116
-42.6970,-21.3890,Cataguases,MG,7526
-43.4080,-20.0750,Catas Altas,MG,9797
-43.4980,-20.6900,Catas Altas da Noruega,MG,5618
-41.5170,-17.3120,Catuji,MG,4212
-42.9630,-15.3580,Catuti,MG,842
-44.9330,-21.9770,Caxambu,MG,9850
-45.7110,-19.1480,Cedro do Abaeté,MG,9910
-41.3060,-18.7620,Central de Minas,MG,1768
-49.1990,-18.5840,Centralina,MG,3553
-43.2220,-21.6720,Chácara,MG,7979
-41.6880,-20.0440,Chalé,MG,8694
-42.5350,-17.0870,Chapada do Norte,MG,9981
-45.6180,-15.3060,Chapada Gaúcha,MG,3532
-43.0580,-22.0030,Chiador,MG,7659
-43.3660,-20.9050,Cipotânea,MG,6374
-47.2670,-20.3990,Claraval,MG,7735
-44.2090,-17.0800,Claro dos Poções,MG,8318
-44.7660,-20.4430,Cláudio,MG,7916
-42.8030,-20.8570,Coimbra,MG,2721
-42.8400,-18.2340,Coluna,MG,9850
-49.0810,-19.6980,Comendador Gomes,MG,3474
-41.7930,-16.2960,Comercinho,MG,6030
-46.2040,-21.0940,Conceição da Aparecida,MG,4232
-44.4720,-21.1290,Conceição da Barra de Minas,MG,6733
-48.3880,-19.9150,Conceição das Alagoas,MG,6916
-45.4550,-22.1600,Conceição das Pedras,MG,8398
-41.6940,-19.9280,Conceição de Ipanema,MG,2833
-43.4250,-19.0370,Conceição do Mato Dentro,MG,1991
-44.8970,-19.7530,Conceição do Pará,MG,9365
-45.0850,-21.8810,Conceição do Rio Verde,MG,475
-45.7980,-22.4130,Conceição dos Ouros,MG,3234
-44.4180,-15.2940,Cônego Marinho,MG,6518
-43.9830,-19.6330,Confins,MG,542
-46.0390,-22.1530,Congonhal,MG,8069
-43.8580,-20.5000,Congonhas,MG,8028
-43.6810,-18.8070,Congonhas do Norte,MG,1380
-47.5420,-19.9370,Conquista,MG,2762
-43.7860,-20.6600,Conselheiro Lafaiete,MG,4549
-41.4720,-19.1720,Conselheiro Pena,MG,3888
-45.9210,-22.5510,Consolação,MG,4417
-44.0540,-19.9320,Contagem,MG,7975
-45.4410,-21.1890,Coqueiral,MG,6555
-44.3650,-16.6850,Coração de Jesus,MG,4951
-44.3210,-19.1250,Cordisburgo,MG,1261
-45.7010,-21.7930,Cordislândia,MG,8142
-44.4560,-18.3810,Corinto,MG,2712
-42.2860,-18.6220,Coroaci,MG,9431
-47.2000,-18.4730,Coromandel,MG,689
-42.6290,-19.5190,Coronel Fabriciano,MG,5039
-42.1820,-16.6190,Coronel Murta,MG,1453
-43.2660,-21.5880,Coronel Pacheco,MG,2511
-44.2230,-21.0240,Coronel Xavier Chaves,MG,4853
-45.9040,-19.8240,Córrego Danta,MG,9459
-46.0200,-22.6300,Córrego do Bom Jesus,MG,988
-45.5550,-20.4490,Córrego Fundo,MG,2144
-42.3960,-19.8320,Córrego Novo,MG,4376
-43.4710,-18.0710,Couto de Magalhães de Minas,MG,7239
-40.9120,-17.2370,Crisólita,MG,7901
-45.5190,-20.8760,Cristais,MG,9970
-42.8620,-16.8000,Cristália,MG,931
-43.8060,-20.8320,Cristiano Otoni,MG,8578
-45.2640,-22.2120,Cristina,MG,7287
-44.3370,-20.3840,Crucilândia,MG,1882
-46.6740,-18.9460,Cruzeiro da Fortaleza,MG,5753
-44.8080,-21.8390,Cruzília,MG,4209
-41.0990,-18.9690,Cuparaque,MG,3022
-41.8440,-15.9380,Curral de Dentro,MG,6000
-44.4310,-18.7560,Curvelo,MG,7989
-43.6560,-18.4460,Datas,MG,2324
-45.2800,-22.5090,Delfim Moreira,MG,9907
-46.8540,-20.3440,Delfinópolis,MG,5877
-47.7710,-19.9770,Delta,MG,8176
-42.9680,-21.4600,Descoberto,MG,2542
-44.3330,-20.6600,Desterro de Entre Rios,MG,8728
-43.5180,-21.1470,Desterro do Melo,MG,1219
-43.6000,-18.2490,Diamantina,MG,7137
-43.1980,-20.4880,Diogo de Vasconcelos,MG,7708
-42.7770,-19.8430,Dionísio,MG,6273
-43.0040,-20.9900,Divinésia,MG,7537
-42.1490,-20.6140,Divino,MG,5616
-41.4800,-18.7780,Divino das Laranjeiras,MG,3960
-42.5980,-18.8040,Divinolândia de Minas,MG,4390
-44.8840,-20.1390,Divinópolis,MG,3967
-41.3450,-15.7260,Divisa Alegre,MG,8907
-46.1960,-21.5110,Divisa Nova,MG,8238
-41.0000,-15.7260,Divisópolis,MG,9529
-46.2710,-16.6520,Dom Bosco,MG,5307
-42.1060,-19.3740,Dom Cavati,MG,9312
-43.2560,-18.9670,Dom Joaquim,MG,9462
-42.9680,-20.1600,Dom Silvério,MG,7457
-45.1610,-22.2540,Dom Viçoso,MG,7576
-42.8110,-21.3160,Dona Eusébia,MG,9123
-44.0230,-21.1090,Dores de Campos,MG,3583
-42.9290,-19.0580,Dores de Guanhães,MG,6627
-45.6020,-19.4630,Dores do Indaiá,MG,5731
-43.1890,-20.9760,Dores do Turvo,MG,5068
-45.9030,-20.2870,Doresópolis,MG,7786
-47.6090,-18.4310,Douradoquara,MG,9522
-41.7980,-20.2030,Durandé,MG,6432
-45.5650,-21.6100,Elói Mendes,MG,7333
-42.0460,-19.2190,Engenheiro Caldas,MG,2033
-43.9500,-17.2800,Engenheiro Navarro,MG,6259
-42.2310,-19.6250,Entre Folhas,MG,356
-44.0660,-20.6710,Entre Rios de Minas,MG,9776
-42.6570,-20.8400,Ervália,MG,5282
-44.3140,-19.7630,Esmeraldas,MG,8915
-41.9070,-20.6500,Espera Feliz,MG,328
-42.8190,-14.9260,Espinosa,MG,6829
-45.9510,-22.0460,Espírito Santo do Dourado,MG,1367
-46.0170,-22.4630,Estiva,MG,8619
-42.4610,-21.7420,Estrela Dalva,MG,3958
-45.7880,-19.5220,Estrela do Indaiá,MG,9083
-47.6930,-18.7460,Estrela do Sul,MG,2497
-42.1870,-21.0990,Eugenópolis,MG,9811
-43.5100,-21.5510,Ewbank da Câmara,MG,752
-46.3180,-22.8550,Extrema,MG,2328
-45.8290,-21.4060,Fama,MG,9979
-42.0300,-20.8080,Faria Lemos,MG,8115
-43.2470,-18.0770,Felício dos Santos,MG,9468
-40.7610,-16.6390,Felisburgo,MG,5235
-44.8990,-18.7580,Felixlândia,MG,8604
-42.0820,-19.1540,Fernandes Tourinho,MG,7241
-43.0230,-19.2320,Ferros,MG,4465
-42.2790,-20.7260,Fervedouro,MG,5980
-44.4330,-19.8890,Florestal,MG,3491
-45.4260,-20.4640,Formiga,MG,6776
-46.2320,-14.9470,Formoso,MG,5626
-46.7180,-20.8490,Fortaleza de Minas,MG,10
-44.4470,-19.5610,Fortuna de Minas,MG,4197
-42.3520,-16.9930,Francisco Badaró,MG,5952
-44.2340,-17.3150,Francisco Dumont,MG,5721
-43.4880,-16.4760,Francisco Sá,MG,2202
-42.0090,-17.9600,Franciscópolis,MG,2879
-41.4290,-18.0660,Frei Gaspar,MG,7793
-41.9220,-18.5450,Frei Inocêncio,MG,8409
-42.7660,-18.1680,Frei Lagonegro,MG,2832
-49.1990,-20.2680,Fronteira,MG,4866
-40.9250,-16.8910,Fronteira dos Vales,MG,5488
-42.5330,-16.1310,Fruta de Leite,MG,7781
-48.9410,-20.0250,Frutal,MG,1859
-44.0560,-19.3680,Funilândia,MG,5227
-41.5380,-18.9990,Galiléia,MG,4383
-43.1240,-15.0820,Gameleiras,MG,4349
-43.6970,-16.8500,Glaucilândia,MG,5251
-41.2230,-18.9820,Goiabeira,MG,8971
-43.2020,-21.5370,Goianá,MG,1350
-45.8560,-22.6590,Gonçalves,MG,382
-42.4790,-18.8220,Gonzaga,MG,6418
-43.7410,-18.4540,Gouveia,MG,812
-41.9490,-18.8510,Governador Valadares,MG,2074
-42.8900,-16.5590,Grão Mogol,MG,5006
-47.7220,-18.4940,Grupiara,MG,1813
-42.9330,-18.7750,Guanhães,MG,9183
-45.9180,-20.7620,Guapé,MG,4080
-43.0080,-20.5710,Guaraciaba,MG,9301
-43.6730,-17.0140,Guaraciama,MG,6922
-46.8030,-21.2990,Guaranésia,MG,9677
-43.0470,-21.3520,Guarani,MG,5238
-43.0380,-21.7320,Guarará,MG,807
-47.0980,-17.7710,Guarda-Mor,MG,737
-46.7130,-21.3050,Guaxupé,MG,5197
-42.7970,-21.1520,Guidoval,MG,144
-46.7930,-18.8440,Guimarânia,MG,9706
-42.7180,-21.0080,Guiricema,MG,6826
-49.7860,-19.2130,Gurinhatã,MG,6403
-45.5420,-22.0670,Heliodora,MG,587
-42.2180,-19.4370,Iapu,MG,548
-43.9630,-21.4300,Ibertioga,MG,6426
-46.5390,-19.4780,Ibiá,MG,5713
-44.9140,-16.8610,Ibiaí,MG,7066
-44.1640,-15.6640,Ibiracatu,MG,4032
-47.1220,-20.4620,Ibiraci,MG,3732
-44.0590,-20.0220,Ibirité,MG,475
-46.4400,-22.0610,Ibitiúra de Minas,MG,4019
-44.7480,-21.1530,Ibituruna,MG,6395
-44.9060,-16.2170,Icaraí de Minas,MG,6931
-44.3020,-20.0700,Igarapé,MG,7174
-44.7090,-19.9550,Igaratinga,MG,2887
-45.7110,-20.1740,Iguatama,MG,932
-44.9250,-21.1700,Ijaci,MG,7246
-45.8330,-20.9360,Ilicínea,MG,6106
-41.9710,-19.5970,Imbé de Minas,MG,742
-46.3280,-22.3170,Inconfidentes,MG,2669
-42.1970,-15.4920,Indaiabira,MG,6723
-47.9170,-19.0390,Indianópolis,MG,8033
-44.9170,-21.4010,Ingaí,MG,3458
-42.1200,-19.5490,Inhapim,MG,9561
-44.3900,-19.4910,Inhaúma,MG,4601
-44.3610,-18.7290,Inimutaba,MG,5224
-42.4190,-19.4140,Ipaba,MG,7004
-41.7130,-19.8010,Ipanema,MG,4232
-42.5370,-19.4680,Ipatinga,MG,9367
-49.9430,-18.6920,Ipiaçu,MG,6175
-46.1900,-22.0990,Ipuiúna,MG,6253
-47.4610,-18.9840,Iraí de Minas,MG,1488
-43.2270,-19.6190,Itabira,MG,8644
-41.2330,-18.5660,Itabirinha de Mantena,MG,6743
-43.8010,-20.2530,Itabirito,MG,3387
-43.3090,-17.0650,Itacambira,MG,2269
-44.0920,-15.1020,Itacarambi,MG,4685
-44.4880,-20.3920,Itaguara,MG,3955
-41.6690,-17.4020,Itaipé,MG,9378
-45.4530,-22.4260,Itajubá,MG,1323
-42.8590,-17.8570,Itamarandiba,MG,1488
-42.8180,-21.4160,Itamarati de Minas,MG,3888
-41.6850,-18.0310,Itambacuri,MG,8466
-43.3210,-19.4140,Itambé do Mato Dentro,MG,2655
-47.0480,-21.0780,Itamogi,MG,2200
-44.8700,-22.2840,Itamonte,MG,9895
-44.9350,-22.2960,Itanhandu,MG,609
-41.8650,-19.1720,Itanhomi,MG,4729
-41.5030,-16.5620,Itaobim,MG,6434
-49.3810,-19.9090,Itapagipe,MG,10000
-45.1260,-20.4730,Itapecerica,MG,1668
-46.2210,-22.7680,Itapeva,MG,5411
-44.4210,-20.1970,Itatiaiuçu,MG,3316
-46.7520,-20.7390,Itaú de Minas,MG,7208
-44.5760,-20.0750,Itaúna,MG,5303
-43.6100,-20.6780,Itaverava,MG,9006
-41.7650,-16.6130,Itinga,MG,2192
-41.1700,-19.3940,Itueta,MG,4065
-49.4650,-18.9690,Ituiutaba,MG,9499
-44.8710,-21.3170,Itumirim,MG,1697
-50.1960,-19.7280,Iturama,MG,1684
-44.6580,-21.2980,Itutinga,MG,7539
-43.7450,-19.5140,Jaboticatubas,MG,4334
-40.2930,-16.1440,Jacinto,MG,2456
